id,title,release_year,budget,revenue,runtime,popularity,vote_average,vote_count,genre_ids,production_companies,cast_size,movie_age,genre_12,genre_14,genre_16,genre_18,genre_27,genre_28,genre_35,genre_36,genre_37,genre_53,genre_80,genre_878,genre_9648,genre_10402,genre_10749,genre_10751,genre_10752,timeless
10193,Toy Story 3,2010,200000000,1067316101,102,15.1488,7.802,15278,"[16, 10751, 35]",1,60,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
44214,Black Swan,2010,13000000,329398046,109,6.9344,7.686,15130,"[18, 53, 27]",5,57,15,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
752,V for Vendetta,2006,54000000,134686457,132,7.5337,7.899,15126,"[28, 53, 878]",6,89,19,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
285,Pirates of the Caribbean: At World's End,2007,300000000,961691209,169,18.4961,7.264,15031,"[12, 14, 28]",3,84,18,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
500,Reservoir Dogs,1992,1200000,2859750,99,7.2951,8.118,14955,"[80, 53]",2,26,33,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
122917,The Hobbit: The Battle of the Five Armies,2014,250000000,956019788,144,14.5347,7.328,14899,"[28, 12, 14]",3,63,11,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
447332,A Quiet Place,2018,17000000,340955294,91,7.151,7.396,14890,"[27, 18, 878]",2,7,7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
152601,Her,2013,23000000,47351251,126,11.1996,7.846,14859,"[10749, 878, 18]",1,39,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
273248,The Hateful Eight,2015,44000000,155760117,188,7.3351,7.756,14812,"[18, 9648, 37]",3,18,10,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
559,Spider-Man 3,2007,258000000,894983373,139,11.9239,6.447,14778,"[28, 12, 878]",3,120,18,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
920,Cars,2006,120000000,461983149,117,9.2869,7.013,14682,"[16, 12, 35, 10751]",1,87,19,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1865,Pirates of the Caribbean: On Stranger Tides,2011,379000000,1046721266,136,16.5951,6.562,14581,"[12, 28, 14]",3,84,14,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
297802,Aquaman,2018,160000000,1152028393,143,89.0946,6.872,14564,"[28, 12, 14]",3,53,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
393,Kill Bill: Vol. 2,2004,30000000,152159461,136,7.6061,7.875,14564,"[28, 80, 53]",3,62,21,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
137113,Edge of Tomorrow,2014,178000000,370541256,114,15.3774,7.632,14559,"[28, 878]",5,42,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
335984,Blade Runner 2049,2017,150000000,259239658,164,14.4819,7.587,14536,"[878, 18]",6,40,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78,Blade Runner,1982,28000000,41722424,118,10.6906,7.942,14487,"[878, 18, 53]",3,32,43,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
863,Toy Story 2,1999,90000000,497375381,92,14.0863,7.602,14465,"[16, 35, 10751]",1,44,26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1895,Star Wars: Episode III - Revenge of the Sith,2005,113000000,850000000,140,8.5217,7.455,14462,"[12, 28, 878]",1,110,20,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
12155,Alice in Wonderland,2010,200000000,1025467110,108,12.7694,6.636,14461,"[10751, 14, 12]",5,44,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10528,Sherlock Holmes,2009,90000000,524028679,129,4.2434,7.2,14421,"[28, 12, 80, 9648]",4,42,16,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
324786,Hacksaw Ridge,2016,40000000,175302354,139,10.8255,8.191,14416,"[18, 36, 10752]",13,94,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
607,Men in Black,1997,90000000,589390539,98,8.6117,7.214,14390,"[28, 12, 35, 878]",3,65,28,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1271,300,2007,65000000,456082343,116,7.4234,7.19,14313,"[28, 12, 10752]",6,83,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
466272,Once Upon a Time... in Hollywood,2019,95000000,392105159,162,12.6355,7.426,14286,"[35, 18, 53]",3,102,6,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
353486,Jumanji: Welcome to the Jungle,2017,90000000,995339117,119,5.5767,6.819,14127,"[12, 35, 14, 28, 10751]",3,46,8,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
438631,Dune,2021,165000000,407573628,155,16.9439,7.8,14110,"[878, 12]",1,48,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8966,Twilight,2008,37000000,393616788,122,17.409,6.285,14069,"[14, 18, 10749]",6,46,17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
218,The Terminator,1984,6400000,78371200,108,11.527,7.673,13980,"[28, 53, 878]",2,48,41,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1894,Star Wars: Episode II - Attack of the Clones,2002,120000000,649398328,142,5.872,6.6,13902,"[12, 28, 878]",1,98,23,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
425,Ice Age,2002,59000000,383257136,81,14.7082,7.366,13901,"[16, 35, 10751, 12]",2,23,23,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10191,How to Train Your Dragon,2010,165000000,495141736,98,12.5599,7.853,13885,"[14, 12, 16, 10751]",1,14,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
274870,Passengers,2016,110000000,303144152,116,4.2434,6.952,13847,"[18, 10749, 878]",7,43,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
62177,Brave,2012,185000000,538983207,93,9.5763,7.021,13838,"[16, 12, 35, 10751, 28, 14]",1,31,13,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
363088,Ant-Man and the Wasp,2018,140000000,622674139,119,5.2907,6.912,13827,"[28, 12, 878]",1,76,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
102382,The Amazing Spider-Man 2,2014,200000000,708962323,141,11.8181,6.524,13827,"[28, 12, 878]",4,75,11,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
264660,Ex Machina,2014,15000000,36869414,108,7.3188,7.571,13828,"[18, 878]",4,12,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
324552,John Wick: Chapter 2,2017,40000000,171539887,122,11.0377,7.339,13785,"[28, 53, 80]",3,67,8,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
769,GoodFellas,1990,25000000,47072327,145,13.0928,8.5,13780,"[18, 80]",2,141,35,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
57158,The Hobbit: The Desolation of Smaug,2013,250000000,958400000,161,12.4298,7.6,13744,"[14, 12, 28]",3,66,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
280,Terminator 2: Judgment Day,1991,102000000,520000000,137,11.712,8.134,13696,"[28, 53, 878]",4,68,34,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
637,Life Is Beautiful,1997,20000000,230098753,116,9.0112,8.441,13630,"[35, 18]",2,54,28,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
87827,Life of Pi,2012,120000000,609016565,127,5.7499,7.4,13482,"[12, 18]",7,41,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Back to the Future Part II,1989,40000000,332000000,108,10.4379,7.774,13478,"[12, 35, 878]",2,53,36,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
102651,Maleficent,2014,180000000,758539785,97,11.1974,7.089,13476,"[14, 12, 28, 10751, 10749]",2,71,11,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
185,A Clockwork Orange,1971,2200000,27033812,137,6.8145,8.2,13452,"[878, 80]",4,47,54,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
246655,X-Men: Apocalypse,2016,178000000,543934787,144,8.5115,6.517,13441,"[28, 12, 878, 14]",7,94,9,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
162,Edward Scissorhands,1990,20000000,86024005,105,10.9612,7.718,13418,"[14, 18, 10749]",2,69,35,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
277834,Moana,2016,150000000,690860472,107,3.5123,7.565,13382,"[12, 35, 10751, 16]",1,13,9,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
141052,Justice League,2017,300000000,661326987,120,10.0243,6.075,13375,"[28, 12, 878]",5,98,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
260513,Incredibles 2,2018,200000000,1243225667,118,15.6733,7.456,13352,"[28, 12, 16, 10751]",1,84,7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4922,The Curious Case of Benjamin Button,2008,150000000,335802786,166,8.9107,7.6,13344,"[18, 14, 10749]",3,113,17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
190859,American Sniper,2014,58800000,542300000,133,11.4163,7.4,13342,"[10752, 28]",6,83,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
240,The Godfather Part II,1974,13000000,102600000,202,12.8507,8.571,13338,"[18, 80]",2,85,51,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
489,Good Will Hunting,1997,10000000,225900000,127,11.3309,8.2,13255,[18],3,49,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194662,Birdman or (The Unexpected Virtue of Ignorance),2014,18000000,103215094,120,5.3182,7.5,13244,"[18, 35]",5,54,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
546554,Knives Out,2019,40000000,312897920,131,9.773,7.843,13230,"[35, 80, 9648]",3,32,6,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
